cik,tag,year,unit,value
320193,DeferredTaxAssetsTaxDeferredExpenseReservesAndAccruals,2011,usd,1610000000
320193,LiabilitiesAndStockholdersEquity,2011,usd,116371000000
320193,LeaseholdImprovementsGross,2011,usd,2599000000
320193,OtherDeferredCreditsCurrent,2011,usd,2038000000
320193,AccruedMarketingCostsCurrent,2011,usd,598000000
320193,CashAndCashEquivalentsAtCarryingValue,2011,usd,9815000000
320193,AvailableForSaleSecuritiesGrossUnrealizedLosses1,2011,usd,158000000
320193,FiniteLivedIntangibleAssetsGross,2011,usd,3973000000
320193,CommonStockSharesIssued,2011,shares,929277000
320193,StandardProductWarrantyAccrual,2011,usd,1240000000
320193,IntangibleAssetsNetExcludingGoodwill,2011,usd,3536000000
320193,AccumulatedOtherComprehensiveIncomeLossNetOfTax,2011,usd,443000000
320193,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedNumber,2011,shares,14446000
320193,BusinessAcquisitionPurchasePriceAllocationAmortizableIntangibleAssets,2011,usd,77000000
320193,AccruedLiabilitiesCurrent,2011,usd,9247000000
320193,FurnitureAndFixturesGross,2011,usd,184000000
320193,OtherAccruedLiabilitiesNoncurrent,2011,usd,1941000000
320193,LiabilitiesCurrent,2011,usd,27970000000
320193,AllowanceForDoubtfulAccountsReceivableCurrent,2011,usd,53000000
320193,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,2011,shares,11866000
320193,AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,2011,usd,130000000
320193,CommonStockValue,2011,usd,13331000000
320193,DeferredRevenueNoncurrent,2011,usd,1686000000
320193,TaxesPayableCurrent,2011,usd,1140000000
320193,FiniteLivedIntangibleAssetsAccumulatedAmortization,2011,usd,437000000
320193,AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,2011,usd,290000000
320193,AssetsCurrent,2011,usd,44988000000
320193,DeferredTaxAssetsGross,2011,usd,3150000000
320193,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,2011,usd,3991000000
320193,PropertyPlantAndEquipmentNet,2011,usd,7777000000
320193,DeferredTaxLiabilitiesOther,2011,usd,272000000
320193,DeferredTaxLiabilitiesUndistributedForeignEarnings,2011,usd,8896000000
320193,AvailableForSaleSecuritiesFairValueDisclosure,2011,usd,81570000000
320193,UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestAccrued,2011,usd,261000000
320193,Goodwill,2012,usd,1135000000
320193,AvailableForSaleSecuritiesNoncurrent,2012,usd,92122000000
320193,OperatingLeasesFutureMinimumPaymentsDueCurrent,2012,usd,516000000
320193,PropertyPlantAndEquipmentGross,2012,usd,21887000000
320193,DeferredTaxAssetsNet,2012,usd,4037000000
320193,DeferredTaxAssetsNetCurrent,2012,usd,2583000000
320193,OtherAssetsCurrent,2012,usd,6458000000
320193,DeferredTaxAssetsValuationAllowance,2012,usd,0
320193,NontradeReceivablesCurrent,2012,usd,7762000000
320193,DeferredTaxAssetsLiabilitiesNet,2012,usd,-10868000000
320193,OtherAssetsNoncurrent,2012,usd,5478000000
320193,FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,2012,usd,753000000
320193,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,2012,shares,6505000
320193,StockholdersEquity,2012,usd,118210000000
320193,FiniteLivedIntangibleAssetsNet,2012,usd,4124000000
320193,SignificantChangeInUnrecognizedTaxBenefitsIsReasonablyPossibleEstimatedRangeOfChangeUpperBound,2012,usd,170000000
320193,OperatingLeasesFutureMinimumPaymentsDueInFourYears,2012,usd,513000000
320193,AvailableForSaleSecuritiesAmortizedCost,2012,usd,120220000000
320193,EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,2012,usd,4200000000
320193,OtherAccruedLiabilitiesCurrent,2012,usd,5104000000
320193,SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1,2012,usd,3507000000
320193,AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,2012,usd,8000000
320193,CommonStockSharesAuthorized,2012,shares,1800000000
320193,FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,2012,usd,635000000
320193,EmployeeRelatedLiabilitiesCurrent,2012,usd,735000000
320193,OtherPrepaidExpenseCurrent,2012,usd,1200000000
320193,DeferredTaxLiabilities,2012,usd,14905000000
320193,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,2012,usd,3531000000
320193,BusinessAcquisitionPurchasePriceAllocationGoodwillAmount,2012,usd,245000000
320193,CommonStockSharesOutstanding,2012,shares,939208000
320193,UnrecognizedTaxBenefitsThatWouldImpactEffectiveTaxRate,2012,usd,889000000
320193,UnrecordedUnconditionalPurchaseObligationBalanceSheetAmount,2012,usd,988000000
320193,OperatingLeasesFutureMinimumPaymentsDueInThreeYears,2012,usd,542000000
320193,DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,2012,usd,395000000
320193,FairValueHedgesAtFairValueNet,2012,usd,0
320193,OperatingLeasesFutureMinimumPaymentsDueInTwoYears,2012,usd,556000000
320193,Liabilities,2012,usd,57854000000
320193,AccountsPayableCurrent,2012,usd,21175000000
320193,UnrecognizedTaxBenefits,2012,usd,2062000000
320193,AvailableForSaleSecuritiesCurrent,2012,usd,18383000000
320193,FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,2012,usd,673000000
320193,DeferredRevenueCurrent,2012,usd,5953000000
320193,DeferredTaxAssetsOther,2012,usd,1094000000
320193,NotionalAmountOfForeignCurrencyDerivativeInstrumentsNotDesignatedAsHedgingInstruments,2012,usd,13403000000
320193,OtherLiabilitiesNoncurrent,2012,usd,16664000000
320193,OperatingLeasesFutureMinimumPaymentsDueInFiveYears,2012,usd,486000000
320193,PreferredStockSharesAuthorized,2012,shares,5000000
320193,RetainedEarningsAccumulatedDeficit,2012,usd,101289000000
320193,Assets,2012,usd,176064000000
320193,UndistributedEarningsOfForeignSubsidiaries,2012,usd,40400000000
320193,DeferredTaxLiabilitiesNoncurrent,2012,usd,13847000000
320193,AccountsReceivableNetCurrent,2012,usd,10930000000
320193,InventoryNet,2012,usd,791000000
320193,AvailableforsaleSecuritiesGrossUnrealizedGain,2012,usd,1051000000
320193,DeferredTaxAssetsTaxDeferredExpenseReservesAndAccruals,2012,usd,2101000000
320193,LiabilitiesAndStockholdersEquity,2012,usd,176064000000
320193,LeaseholdImprovementsGross,2012,usd,3464000000
320193,CollateralAlreadyPostedAggregateFairValue,2012,usd,278000000
320193,OtherDeferredCreditsCurrent,2012,usd,1492000000
320193,AccruedMarketingCostsCurrent,2012,usd,910000000
320193,CashAndCashEquivalentsAtCarryingValue,2012,usd,10746000000
320193,AvailableForSaleSecuritiesGrossUnrealizedLosses1,2012,usd,20000000
320193,FiniteLivedIntangibleAssetsGross,2012,usd,5266000000
320193,CommonStockSharesIssued,2012,shares,939208000
320193,StandardProductWarrantyAccrual,2012,usd,1638000000
320193,IntangibleAssetsNetExcludingGoodwill,2012,usd,4224000000
320193,BusinessAcquisitionPurchasePriceAllocationLiabilitiesAssumed,2012,usd,8000000
320193,OperatingLeasesFutureMinimumPaymentsDueThereafter,2012,usd,1801000000
320193,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingNumber,2012,shares,40000
320193,AccumulatedOtherComprehensiveIncomeLossNetOfTax,2012,usd,499000000
320193,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedNumber,2012,shares,15005000
320193,BusinessAcquisitionPurchasePriceAllocationAmortizableIntangibleAssets,2012,usd,113000000
320193,AccruedLiabilitiesCurrent,2012,usd,11414000000
320193,FurnitureAndFixturesGross,2012,usd,241000000
320193,FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,2012,usd,758000000
320193,FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,2012,usd,737000000
320193,OtherAccruedLiabilitiesNoncurrent,2012,usd,2817000000
320193,LiabilitiesCurrent,2012,usd,38542000000
320193,AllowanceForDoubtfulAccountsReceivableCurrent,2012,usd,98000000
320193,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,2012,shares,6545000
320193,AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,2012,usd,731000000
320193,CommonStockValue,2012,usd,16422000000
320193,SignificantChangeInUnrecognizedTaxBenefitsIsReasonablyPossibleEstimatedRangeOfChangeLowerBound,2012,usd,120000000
320193,DeferredRevenueNoncurrent,2012,usd,2648000000
320193,TaxesPayableCurrent,2012,usd,1535000000
320193,FiniteLivedIntangibleAssetsAccumulatedAmortization,2012,usd,1042000000
320193,PrepaidExpenseOtherNoncurrent,2012,usd,3000000000
320193,AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,2012,usd,-240000000
320193,AssetsCurrent,2012,usd,57653000000
320193,DeferredTaxAssetsGross,2012,usd,4037000000
320193,OperatingLeasesFutureMinimumPaymentsDue,2012,usd,4414000000
320193,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,2012,usd,6435000000
320193,PropertyPlantAndEquipmentNet,2012,usd,15452000000
320193,DeferredTaxLiabilitiesOther,2012,usd,193000000
320193,DeferredTaxLiabilitiesUndistributedForeignEarnings,2012,usd,14712000000
320193,AvailableForSaleSecuritiesFairValueDisclosure,2012,usd,121251000000
320193,UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestAccrued,2012,usd,401000000
320193,IncomeTaxReconciliationDeductionsQualifiedProductionActivities,2010,usd,48000000
320193,FederalIncomeTaxExpenseBenefitContinuingOperations,2010,usd,3826000000
320193,IncomeTaxReconciliationStateAndLocalIncomeTaxes,2010,usd,351000000
320193,IncreaseDecreaseInOtherOperatingLiabilities,2010,usd,778000000
320193,OtherComprehensiveIncomeLossReclassificationAdjustmentOnDerivativesIncludedInNetIncomeTax,2010,usd,43000000
320193,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue,2010,usd,2000000000
320193,OperatingIncomeLoss,2010,usd,18385000000
320193,IncreaseDecreaseInAccountsPayable,2010,usd,6307000000
320193,ProceedsFromIssuanceOfCommonStock,2010,usd,912000000
320193,OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodTax,2010,usd,-72000000
320193,PaymentsToAcquireBusinessesNetOfCashAcquired,2010,usd,638000000
320193,StandardProductWarrantyAccrualWarrantiesIssued,2010,usd,897000000
320193,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,2010,usd,876000000
320193,ComprehensiveIncomeNetOfTax,2010,usd,13890000000
320193,ProceedsFromMaturitiesPrepaymentsAndCallsOfAvailableForSaleSecurities,2010,usd,24930000000
320193,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriod,2010,shares,6178000
320193,IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,2010,usd,6489000000
320193,StandardProductWarrantyAccrualPayments,2010,usd,713000000
320193,ShareBasedCompensation,2010,usd,879000000
320193,IncomeTaxReconciliationTaxCreditsResearch,2010,usd,23000000
320193,EmployeeServiceShareBasedCompensationCashFlowEffectCashUsedToSettleAwards,2010,usd,406000000
320193,PaymentsToAcquireProductiveAssets,2010,usd,2005000000
320193,DeferredFederalIncomeTaxExpenseBenefit,2010,usd,1676000000
320193,StockIssuedDuringPeriodSharesStockOptionsExercised,2010,shares,12352000
320193,CostOfGoodsAndServicesSold,2010,usd,39541000000
320193,OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesNetOfTax,2010,usd,-253000000
320193,IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,2010,usd,13000000000
320193,UnrecognizedTaxBenefitsReductionsResultingFromLapseOfApplicableStatuteOfLimitations,2010,usd,3000000
320193,CurrentFederalTaxExpenseBenefit,2010,usd,2150000000
320193,DepreciationAndAmortization,2010,usd,815000000
320193,NetCashProvidedByUsedInOperatingActivities,2010,usd,18595000000
320193,NetCashProvidedByUsedInInvestingActivities,2010,usd,-13854000000
320193,DeferredStateAndLocalIncomeTaxExpenseBenefit,2010,usd,-115000000
320193,OtherComprehensiveIncomeLossReclassificationAdjustmentOnDerivativesIncludedInNetIncomeNetOfTax,2010,usd,-73000000
320193,IncreaseDecreaseInDeferredRevenue,2010,usd,1217000000
320193,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriod,2010,shares,4685000
320193,OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,2010,usd,-180000000
320193,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriodTotalFairValue,2010,usd,1000000000
320193,CashAndCashEquivalentsPeriodIncreaseDecrease,2010,usd,5998000000
320193,MarketingExpense,2010,usd,75000000
320193,IncreaseDecreaseInOtherOperatingAssets,2010,usd,1610000000
320193,AdvertisingExpense,2010,usd,691000000
320193,WeightedAverageNumberOfDilutedSharesOutstanding,2010,shares,924712000
320193,SalesRevenueNet,2010,usd,65225000000
320193,IncreaseDecreaseInAccountsReceivable,2010,usd,2142000000
320193,OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,2010,usd,7000000
320193,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,2010,usd,18540000000
320193,IncomeTaxReconciliationNondeductibleExpenseShareBasedCompensationCost,2010,usd,314000000
320193,ResearchAndDevelopmentExpense,2010,usd,1782000000
320193,NetCashProvidedByUsedInFinancingActivities,2010,usd,1257000000
320193,ForeignIncomeTaxExpenseBenefitContinuingOperations,2010,usd,161000000
320193,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,2010,shares,430000
320193,PaymentsToAcquireAvailableForSaleSecurities,2010,usd,57793000000
320193,PaymentsRelatedToTaxWithholdingForShareBasedCompensation,2010,usd,406000000
320193,OperatingExpenses,2010,usd,7299000000
320193,WeightedAverageNumberOfSharesOutstandingBasic,2010,shares,909461000
320193,IncreaseDecreaseInInventories,2010,usd,596000000
320193,CurrentStateAndLocalTaxExpenseBenefit,2010,usd,655000000
320193,OperatingLeasesRentExpenseNet,2010,usd,271000000
320193,WeightedAverageNumberDilutedSharesOutstandingAdjustment,2010,shares,15251000
320193,ImpairmentOfIntangibleAssetsExcludingGoodwill,2010,usd,0
320193,SharesPaidForTaxWithholdingForShareBasedCompensation,2010,shares,1800000
320193,CurrentForeignTaxExpenseBenefit,2010,usd,282000000
320193,IncomeTaxesPaidNet,2010,usd,2697000000
320193,PaymentsForProceedsFromOtherInvestingActivities,2010,usd,20000000
320193,GrossProfit,2010,usd,25684000000
320193,ProceedsFromSaleOfAvailableForSaleSecurities,2010,usd,21788000000
320193,OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodTax,2010,usd,97000000
320193,DefinedContributionPlanCostRecognized,2010,usd,72000000
320193,PaymentsToAcquireIntangibleAssets,2010,usd,116000000
320193,StateAndLocalIncomeTaxExpenseBenefitContinuingOperations,2010,usd,540000000
320193,DepreciationAmortizationAndAccretionNet,2010,usd,1027000000
320193,DeferredIncomeTaxExpenseBenefit,2010,usd,1440000000
320193,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,2010,shares,1600000
320193,DeferredForeignIncomeTaxExpenseBenefit,2010,usd,-121000000
320193,NetIncomeLoss,2010,usd,14013000000
320193,NonoperatingIncomeExpense,2010,usd,155000000
320193,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,2010,usd,751000000
320193,SellingGeneralAndAdministrativeExpense,2010,usd,5517000000
320193,IncreaseDecreaseInOtherReceivables,2010,usd,2718000000
320193,IncomeTaxReconciliationForeignIncomeTaxRateDifferential,2010,usd,-2125000000
320193,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriod,2010,shares,34000
320193,IncomeTaxReconciliationOtherReconcilingItems,2010,usd,-117000000
320193,IncomeTaxExpenseBenefit,2010,usd,4527000000
320193,GoodwillImpairmentLoss,2010,usd,0
320193,UnrecognizedTaxBenefitsDecreasesResultingFromSettlementsWithTaxingAuthorities,2010,usd,102000000
320193,AmortizationOfIntangibleAssets,2010,usd,69000000
320193,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsForfeitedInPeriod,2010,shares,722000
320193,OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,2010,usd,123000000
320193,IncomeTaxReconciliationDeductionsQualifiedProductionActivities,2011,usd,168000000
320193,FederalIncomeTaxExpenseBenefitContinuingOperations,2011,usd,6882000000
320193,IncomeTaxReconciliationStateAndLocalIncomeTaxes,2011,usd,552000000
320193,IncreaseDecreaseInOtherOperatingLiabilities,2011,usd,4495000000
320193,OtherComprehensiveIncomeLossReclassificationAdjustmentOnDerivativesIncludedInNetIncomeTax,2011,usd,-250000000
320193,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue,2011,usd,2600000000
320193,OperatingIncomeLoss,2011,usd,33790000000
320193,DerivativeInstrumentsGainLossRecognizedInIncomeIneffectivePortionAndAmountExcludedFromEffectivenessTestingNet,2011,usd,-212000000
320193,IncreaseDecreaseInAccountsPayable,2011,usd,2515000000
320193,ProceedsFromIssuanceOfCommonStock,2011,usd,831000000
320193,OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodTax,2011,usd,24000000
320193,PaymentsToAcquireBusinessesNetOfCashAcquired,2011,usd,244000000
320193,StandardProductWarrantyAccrualWarrantiesIssued,2011,usd,1626000000
320193,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,2011,usd,1168000000
320193,ComprehensiveIncomeNetOfTax,2011,usd,26411000000
320193,ProceedsFromMaturitiesPrepaymentsAndCallsOfAvailableForSaleSecurities,2011,usd,20437000000
320193,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriod,2011,shares,6667000
320193,IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,2011,usd,11973000000
320193,DerivativeInstrumentsGainLossRecognizedInOtherComprehensiveIncomeEffectivePortionNet,2011,usd,110000000
320193,StandardProductWarrantyAccrualPayments,2011,usd,1147000000
320193,ShareBasedCompensation,2011,usd,1168000000
320193,IncomeTaxReconciliationTaxCreditsResearch,2011,usd,167000000
320193,EmployeeServiceShareBasedCompensationCashFlowEffectCashUsedToSettleAwards,2011,usd,520000000
320193,PaymentsToAcquireProductiveAssets,2011,usd,4260000000
320193,DeferredFederalIncomeTaxExpenseBenefit,2011,usd,2998000000
320193,StockIssuedDuringPeriodSharesStockOptionsExercised,2011,shares,9697000
320193,CostOfGoodsAndServicesSold,2011,usd,64431000000
320193,OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesNetOfTax,2011,usd,542000000
320193,IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,2011,usd,24000000000
320193,UnrecognizedTaxBenefitsReductionsResultingFromLapseOfApplicableStatuteOfLimitations,2011,usd,3000000
320193,CurrentFederalTaxExpenseBenefit,2011,usd,3884000000
320193,DepreciationAndAmortization,2011,usd,1600000000
320193,NetCashProvidedByUsedInOperatingActivities,2011,usd,37529000000
320193,NetCashProvidedByUsedInInvestingActivities,2011,usd,-40419000000
320193,DeferredStateAndLocalIncomeTaxExpenseBenefit,2011,usd,37000000
320193,OtherComprehensiveIncomeLossReclassificationAdjustmentOnDerivativesIncludedInNetIncomeNetOfTax,2011,usd,450000000
320193,IncreaseDecreaseInDeferredRevenue,2011,usd,1654000000
320193,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriod,2011,shares,4513000
320193,OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,2011,usd,92000000
320193,DerivativeInstrumentsGainLossReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortionNet,2011,usd,-704000000
320193,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriodTotalFairValue,2011,usd,1500000000
320193,CashAndCashEquivalentsPeriodIncreaseDecrease,2011,usd,-1446000000
320193,MarketingExpense,2011,usd,102000000
320193,IncreaseDecreaseInOtherOperatingAssets,2011,usd,1391000000
320193,AdvertisingExpense,2011,usd,933000000
320193,WeightedAverageNumberOfDilutedSharesOutstanding,2011,shares,936645000
320193,SalesRevenueNet,2011,usd,108249000000
320193,IncreaseDecreaseInAccountsReceivable,2011,usd,-143000000
320193,OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,2011,usd,-12000000
320193,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,2011,usd,34205000000
320193,IncomeTaxReconciliationNondeductibleExpenseShareBasedCompensationCost,2011,usd,467000000
320193,ResearchAndDevelopmentExpense,2011,usd,2429000000
320193,NetCashProvidedByUsedInFinancingActivities,2011,usd,1444000000
320193,ForeignIncomeTaxExpenseBenefitContinuingOperations,2011,usd,602000000
320193,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,2011,shares,163000
320193,PaymentsToAcquireAvailableForSaleSecurities,2011,usd,102317000000
320193,PaymentsRelatedToTaxWithholdingForShareBasedCompensation,2011,usd,520000000
320193,OperatingExpenses,2011,usd,10028000000
320193,WeightedAverageNumberOfSharesOutstandingBasic,2011,shares,924258000
320193,IncreaseDecreaseInInventories,2011,usd,-275000000
320193,CurrentStateAndLocalTaxExpenseBenefit,2011,usd,762000000
320193,OperatingLeasesRentExpenseNet,2011,usd,338000000
320193,WeightedAverageNumberDilutedSharesOutstandingAdjustment,2011,shares,12387000
320193,ImpairmentOfIntangibleAssetsExcludingGoodwill,2011,usd,0
320193,SharesPaidForTaxWithholdingForShareBasedCompensation,2011,shares,1600000
320193,CurrentForeignTaxExpenseBenefit,2011,usd,769000000
320193,IncomeTaxesPaidNet,2011,usd,3338000000
320193,PaymentsForProceedsFromOtherInvestingActivities,2011,usd,259000000
320193,GrossProfit,2011,usd,43818000000
320193,ProceedsFromSaleOfAvailableForSaleSecurities,2011,usd,49416000000
320193,OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodTax,2011,usd,-50000000
320193,DefinedContributionPlanCostRecognized,2011,usd,90000000
320193,PaymentsToAcquireIntangibleAssets,2011,usd,3192000000
320193,StateAndLocalIncomeTaxExpenseBenefitContinuingOperations,2011,usd,799000000
320193,DepreciationAmortizationAndAccretionNet,2011,usd,1814000000
320193,DeferredIncomeTaxExpenseBenefit,2011,usd,2868000000
320193,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,2011,shares,1700000
320193,DeferredForeignIncomeTaxExpenseBenefit,2011,usd,-167000000
320193,NetIncomeLoss,2011,usd,25922000000
320193,NonoperatingIncomeExpense,2011,usd,415000000
320193,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,2011,usd,1133000000
320193,SellingGeneralAndAdministrativeExpense,2011,usd,7599000000
320193,IncreaseDecreaseInOtherReceivables,2011,usd,1934000000
320193,IncomeTaxReconciliationForeignIncomeTaxRateDifferential,2011,usd,-3898000000
320193,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriod,2011,shares,1000
320193,IncomeTaxReconciliationOtherReconcilingItems,2011,usd,-9000000
320193,IncomeTaxExpenseBenefit,2011,usd,8283000000
320193,GoodwillImpairmentLoss,2011,usd,0
320193,UnrecognizedTaxBenefitsDecreasesResultingFromSettlementsWithTaxingAuthorities,2011,usd,0
320193,AmortizationOfIntangibleAssets,2011,usd,192000000
320193,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsForfeitedInPeriod,2011,shares,742000
